,path1,path2,lch,tree1,tree2,matriz,path_sim,LCh,wup,normalizada,levenstein,humans,w1,w2
27,"{Synset('shore.n.01'): 0, Synset('geological_formation.n.01'): 1, Synset('object.n.01'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('ocean_trip.n.01'): 0, Synset('water_travel.n.01'): 1, Synset('travel.n.01'): 2, Synset('motion.n.06'): 3, Synset('change.n.03'): 4, Synset('action.n.01'): 5, Synset('act.n.02'): 6, Synset('event.n.01'): 7, Synset('psychological_feature.n.01'): 8, Synset('abstraction.n.06'): 9, Synset('entity.n.01'): 10, Synset('*ROOT*'): 11}",Synset('entity.n.01'),"[Synset('shore.n.01'), Synset('geological_formation.n.01'), Synset('object.n.01'), Synset('physical_entity.n.01'), Synset('entity.n.01')]","[Synset('ocean_trip.n.01'), Synset('water_travel.n.01'), Synset('travel.n.01'), Synset('motion.n.06'), Synset('change.n.03'), Synset('action.n.01'), Synset('act.n.02'), Synset('event.n.01'), Synset('psychological_feature.n.01'), Synset('abstraction.n.06'), Synset('entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 10}}",0.066666667,0.929535959,0.125,0.166666667,10,1.22,shore,voyage
28,"{Synset('bird.n.02'): 0, Synset('meat.n.01'): 1, Synset('food.n.02'): 2, Synset('solid.n.01'): 3, Synset('matter.n.03'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('physical_entity.n.01'),"[Synset('bird.n.02'), Synset('meat.n.01'), Synset('food.n.02'), Synset('solid.n.01'), Synset('matter.n.03'), Synset('physical_entity.n.01')]","[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01'), Synset('group.n.01'), Synset('physical_entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 6}}",0.111111111,1.440361582,0.333333333,0.4,6,1.24,bird,woodland
29,"{Synset('seashore.n.01'): 0, Synset('shore.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('hill.n.01'): 0, Synset('natural_elevation.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}",Synset('geological_formation.n.01'),"[Synset('seashore.n.01'), Synset('shore.n.01'), Synset('geological_formation.n.01')]","[Synset('hill.n.01'), Synset('natural_elevation.n.01'), Synset('geological_formation.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 2}}",0.2,2.028148247,0.666666667,0.714285714,2,1.26,coast,hill
30,"{Synset('furnace.n.01'): 0, Synset('chamber.n.01'): 1, Synset('enclosure.n.01'): 2, Synset('area.n.05'): 3, Synset('structure.n.01'): 4, Synset('artifact.n.01'): 5, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('physical_entity.n.01'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('implement.n.01'): 0, Synset('instrumentality.n.03'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}",Synset('artifact.n.01'),"[Synset('furnace.n.01'), Synset('chamber.n.01'), Synset('enclosure.n.01'), Synset('area.n.05'), Synset('structure.n.01'), Synset('artifact.n.01')]","[Synset('implement.n.01'), Synset('instrumentality.n.03'), Synset('artifact.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 3}, 4: {0: 4, 1: 4, 2: 4, 3: 4}, 5: {0: 5, 1: 5, 2: 5, 3: 5}, 6: {0: 6, 1: 6, 2: 6, 3: 5}}",0.125,1.558144618,0.588235294,0.545454545,5,1.37,furnace,implement
31,"{Synset('grus.n.01'): 0, Synset('constellation.n.02'): 1, Synset('natural_object.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('cock.n.04'): 0, Synset('chicken.n.02'): 1, Synset('domestic_fowl.n.01'): 2, Synset('gallinaceous_bird.n.01'): 3, Synset('bird.n.01'): 4, Synset('vertebrate.n.01'): 5, Synset('chordate.n.01'): 6, Synset('animal.n.01'): 7, Synset('organism.n.01'): 8, Synset('living_thing.n.01'): 9, Synset('whole.n.02'): 10, Synset('object.n.01'): 11, Synset('physical_entity.n.01'): 12, Synset('entity.n.01'): 13, Synset('*ROOT*'): 14}",Synset('whole.n.02'),"[Synset('grus.n.01'), Synset('constellation.n.02'), Synset('natural_object.n.01'), Synset('whole.n.02')]","[Synset('cock.n.04'), Synset('chicken.n.02'), Synset('domestic_fowl.n.01'), Synset('gallinaceous_bird.n.01'), Synset('bird.n.01'), Synset('vertebrate.n.01'), Synset('chordate.n.01'), Synset('animal.n.01'), Synset('organism.n.01'), Synset('living_thing.n.01'), Synset('whole.n.02')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 11}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10, 11: 10}}",0.071428571,0.99852883,0.380952381,0.333333333,10,1.41,crane,rooster
32,"{Synset('hill.n.01'): 0, Synset('natural_elevation.n.01'): 1, Synset('geological_formation.n.01'): 2, Synset('object.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('entity.n.01'): 5, Synset('*ROOT*'): 6}","{Synset('forest.n.02'): 0, Synset('biome.n.01'): 1, Synset('land.n.04'): 1, Synset('community.n.06'): 2, Synset('object.n.01'): 2, Synset('group.n.01'): 3, Synset('physical_entity.n.01'): 3, Synset('abstraction.n.06'): 4, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}",Synset('object.n.01'),"[Synset('hill.n.01'), Synset('natural_elevation.n.01'), Synset('geological_formation.n.01'), Synset('object.n.01')]","[Synset('forest.n.02'), Synset('biome.n.01'), Synset('land.n.04'), Synset('community.n.06'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 4}}",0.166666667,1.84582669,0.545454545,0.6,4,1.48,hill,woodland
33,"{Synset('car.n.02'): 0, Synset('wheeled_vehicle.n.01'): 1, Synset('container.n.01'): 2, Synset('vehicle.n.01'): 2, Synset('instrumentality.n.03'): 3, Synset('conveyance.n.03'): 3, Synset('artifact.n.01'): 4, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('journey.n.01'): 0, Synset('travel.n.01'): 1, Synset('motion.n.06'): 2, Synset('change.n.03'): 3, Synset('action.n.01'): 4, Synset('act.n.02'): 5, Synset('event.n.01'): 6, Synset('psychological_feature.n.01'): 7, Synset('abstraction.n.06'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}",Synset('entity.n.01'),"[Synset('car.n.02'), Synset('wheeled_vehicle.n.01'), Synset('container.n.01'), Synset('vehicle.n.01'), Synset('instrumentality.n.03'), Synset('conveyance.n.03'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01'), Synset('physical_entity.n.01'), Synset('entity.n.01')]","[Synset('journey.n.01'), Synset('travel.n.01'), Synset('motion.n.06'), Synset('change.n.03'), Synset('action.n.01'), Synset('act.n.02'), Synset('event.n.01'), Synset('psychological_feature.n.01'), Synset('abstraction.n.06'), Synset('entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 7, 5: 7, 6: 7, 7: 7, 8: 8, 9: 9, 10: 10}, 8: {0: 8, 1: 8, 2: 8, 3: 8, 4: 8, 5: 8, 6: 8, 7: 8, 8: 8, 9: 9, 10: 10}, 9: {0: 9, 1: 9, 2: 9, 3: 9, 4: 9, 5: 9, 6: 9, 7: 9, 8: 9, 9: 9, 10: 10}, 10: {0: 10, 1: 10, 2: 10, 3: 10, 4: 10, 5: 10, 6: 10, 7: 10, 8: 10, 9: 10, 10: 10}, 11: {0: 11, 1: 11, 2: 11, 3: 11, 4: 11, 5: 11, 6: 11, 7: 11, 8: 11, 9: 11, 10: 10}}",0.055555556,0.747214402,0.105263158,0.166666667,10,1.55,car,journey
34,"{Synset('cemetery.n.01'): 0, Synset('site.n.01'): 1, Synset('tract.n.01'): 2, Synset('geographical_area.n.01'): 3, Synset('region.n.03'): 4, Synset('location.n.01'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('mound.n.01'): 0, Synset('baseball_equipment.n.01'): 1, Synset('sports_equipment.n.01'): 2, Synset('equipment.n.01'): 3, Synset('instrumentality.n.03'): 4, Synset('artifact.n.01'): 5, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('physical_entity.n.01'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}",Synset('object.n.01'),"[Synset('cemetery.n.01'), Synset('site.n.01'), Synset('tract.n.01'), Synset('geographical_area.n.01'), Synset('region.n.03'), Synset('location.n.01'), Synset('object.n.01')]","[Synset('mound.n.01'), Synset('baseball_equipment.n.01'), Synset('sports_equipment.n.01'), Synset('equipment.n.01'), Synset('instrumentality.n.03'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 5: {0: 5, 1: 5, 2: 5, 3: 5, 4: 5, 5: 5, 6: 6, 7: 7, 8: 8}, 6: {0: 6, 1: 6, 2: 6, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 8}, 7: {0: 7, 1: 7, 2: 7, 3: 7, 4: 7, 5: 7, 6: 7, 7: 7, 8: 7}}",0.071428571,0.99852883,0.315789474,0.363636364,7,1.69,cemetery,mound
35,"{Synset('glass.n.01'): 0, Synset('solid.n.01'): 1, Synset('matter.n.03'): 2, Synset('physical_entity.n.01'): 3, Synset('entity.n.01'): 4, Synset('*ROOT*'): 5}","{Synset('jewel.n.01'): 0, Synset('jewelry.n.01'): 1, Synset('adornment.n.01'): 2, Synset('decoration.n.01'): 3, Synset('artifact.n.01'): 4, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('physical_entity.n.01'): 7, Synset('entity.n.01'): 8, Synset('*ROOT*'): 9}",Synset('physical_entity.n.01'),"[Synset('glass.n.01'), Synset('solid.n.01'), Synset('matter.n.03'), Synset('physical_entity.n.01')]","[Synset('jewel.n.01'), Synset('jewelry.n.01'), Synset('adornment.n.01'), Synset('decoration.n.01'), Synset('artifact.n.01'), Synset('whole.n.02'), Synset('object.n.01'), Synset('physical_entity.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 4, 5: 5, 6: 6, 7: 7, 8: 7}}",0.090909091,1.239690887,0.285714286,0.3,7,1.78,glass,jewel
36,"{Synset('sorcerer.n.01'): 0, Synset('occultist.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('prophet.n.01'): 0, Synset('diviner.n.01'): 1, Synset('visionary.n.02'): 2, Synset('intellectual.n.01'): 3, Synset('person.n.01'): 4, Synset('causal_agent.n.01'): 5, Synset('organism.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('living_thing.n.01'): 6, Synset('entity.n.01'): 7, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('*ROOT*'): 9}",Synset('person.n.01'),"[Synset('sorcerer.n.01'), Synset('occultist.n.01'), Synset('person.n.01')]","[Synset('prophet.n.01'), Synset('diviner.n.01'), Synset('visionary.n.02'), Synset('intellectual.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4, 5: 5}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4, 5: 4}}",0.142857143,1.691676011,0.6,0.692307692,4,1.82,magician,oracle
37,"{Synset('grus.n.01'): 0, Synset('constellation.n.02'): 1, Synset('natural_object.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('implement.n.01'): 0, Synset('instrumentality.n.03'): 1, Synset('artifact.n.01'): 2, Synset('whole.n.02'): 3, Synset('object.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('entity.n.01'): 6, Synset('*ROOT*'): 7}",Synset('whole.n.02'),"[Synset('grus.n.01'), Synset('constellation.n.02'), Synset('natural_object.n.01'), Synset('whole.n.02')]","[Synset('implement.n.01'), Synset('instrumentality.n.03'), Synset('artifact.n.01'), Synset('whole.n.02')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 4}, 2: {0: 2, 1: 2, 2: 2, 3: 3, 4: 4}, 3: {0: 3, 1: 3, 2: 3, 3: 3, 4: 4}, 4: {0: 4, 1: 4, 2: 4, 3: 4, 4: 3}}",0.142857143,1.691676011,0.571428571,0.625,3,2.37,crane,implement
38,"{Synset('buddy.n.01'): 0, Synset('friend.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}","{Synset('chap.n.01'): 0, Synset('male.n.02'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}",Synset('person.n.01'),"[Synset('buddy.n.01'), Synset('friend.n.01'), Synset('person.n.01')]","[Synset('chap.n.01'), Synset('male.n.02'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 2}}",0.2,2.028148247,0.666666667,0.818181818,2,2.41,brother,lad
39,"{Synset('sage.n.01'): 0, Synset('mentor.n.01'): 1, Synset('intellectual.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}","{Synset('ace.n.03'): 0, Synset('expert.n.01'): 1, Synset('person.n.01'): 2, Synset('causal_agent.n.01'): 3, Synset('organism.n.01'): 3, Synset('physical_entity.n.01'): 4, Synset('living_thing.n.01'): 4, Synset('entity.n.01'): 5, Synset('whole.n.02'): 5, Synset('object.n.01'): 6, Synset('*ROOT*'): 7}",Synset('person.n.01'),"[Synset('sage.n.01'), Synset('mentor.n.01'), Synset('intellectual.n.01'), Synset('person.n.01')]","[Synset('ace.n.03'), Synset('expert.n.01'), Synset('person.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 3}, 4: {0: 4, 1: 4, 2: 4, 3: 3}}",0.166666667,1.84582669,0.631578947,0.75,3,2.46,sage,wizard
40,"{Synset('prophet.n.01'): 0, Synset('diviner.n.01'): 1, Synset('visionary.n.02'): 2, Synset('intellectual.n.01'): 3, Synset('person.n.01'): 4, Synset('causal_agent.n.01'): 5, Synset('organism.n.01'): 5, Synset('physical_entity.n.01'): 6, Synset('living_thing.n.01'): 6, Synset('entity.n.01'): 7, Synset('whole.n.02'): 7, Synset('object.n.01'): 8, Synset('*ROOT*'): 9}","{Synset('sage.n.01'): 0, Synset('mentor.n.01'): 1, Synset('intellectual.n.01'): 2, Synset('person.n.01'): 3, Synset('causal_agent.n.01'): 4, Synset('organism.n.01'): 4, Synset('physical_entity.n.01'): 5, Synset('living_thing.n.01'): 5, Synset('entity.n.01'): 6, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('*ROOT*'): 8}",Synset('intellectual.n.01'),"[Synset('prophet.n.01'), Synset('diviner.n.01'), Synset('visionary.n.02'), Synset('intellectual.n.01')]","[Synset('sage.n.01'), Synset('mentor.n.01'), Synset('intellectual.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3}, 1: {0: 1, 1: 1, 2: 2, 3: 3}, 2: {0: 2, 1: 2, 2: 2, 3: 3}, 3: {0: 3, 1: 3, 2: 3, 3: 3}, 4: {0: 4, 1: 4, 2: 4, 3: 3}}",0.166666667,1.84582669,0.571428571,0.769230769,3,2.61,oracle,sage
41,"{Synset('bird.n.01'): 0, Synset('vertebrate.n.01'): 1, Synset('chordate.n.01'): 2, Synset('animal.n.01'): 3, Synset('organism.n.01'): 4, Synset('living_thing.n.01'): 5, Synset('whole.n.02'): 6, Synset('object.n.01'): 7, Synset('physical_entity.n.01'): 8, Synset('entity.n.01'): 9, Synset('*ROOT*'): 10}","{Synset('crane.n.05'): 0, Synset('wading_bird.n.01'): 1, Synset('aquatic_bird.n.01'): 2, Synset('bird.n.01'): 3, Synset('vertebrate.n.01'): 4, Synset('chordate.n.01'): 5, Synset('animal.n.01'): 6, Synset('organism.n.01'): 7, Synset('living_thing.n.01'): 8, Synset('whole.n.02'): 9, Synset('object.n.01'): 10, Synset('physical_entity.n.01'): 11, Synset('entity.n.01'): 12, Synset('*ROOT*'): 13}",Synset('bird.n.01'),[Synset('bird.n.01')],"[Synset('crane.n.05'), Synset('wading_bird.n.01'), Synset('aquatic_bird.n.01'), Synset('bird.n.01')]","{0: {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 1: {0: 1, 1: 1, 2: 2, 3: 3, 4: 3}}",0.25,2.251291799,0.869565217,0.785714286,3,2.63,bird,crane
